shift_id,employee_id,shift_type,week_number
350,350,morning,1
351,351,evening,1
352,352,evening,1
353,353,night,1
354,354,morning,1
355,355,morning,1
356,356,night,1
357,357,morning,1
358,358,evening,1
359,359,evening,1
360,360,evening,1
361,361,evening,1
362,362,morning,1
363,363,evening,1
364,364,evening,1
365,365,morning,1
366,366,night,1
367,367,morning,1
368,368,night,1
369,369,night,1
370,370,morning,1
371,371,evening,1
372,372,night,1
373,373,night,1
374,374,evening,1
375,375,morning,1
376,376,evening,1
377,377,evening,1
378,378,night,1
379,379,night,1
380,380,morning,1
381,381,evening,1
382,382,night,1
383,383,morning,1
384,384,morning,1
385,385,morning,1
386,386,morning,1
387,387,morning,1
388,388,morning,1
389,389,morning,1
390,390,night,1
391,391,night,1
392,392,night,1
393,393,evening,1
394,394,morning,1
395,395,evening,1
396,396,morning,1
397,397,evening,1
398,398,morning,1
399,399,evening,1
400,400,morning,1
401,401,morning,1
402,402,morning,1
403,403,night,1
404,404,morning,1
405,405,night,1
406,406,night,1
407,407,evening,1
408,408,evening,1
409,409,night,1
410,410,morning,1
411,411,night,1
412,412,evening,1
413,413,night,1
414,414,evening,1
415,415,evening,1
416,416,morning,1
417,417,evening,1
418,418,morning,1
419,419,morning,1
420,420,night,1
421,421,evening,1
422,422,night,1
423,423,night,1
424,424,night,1
425,425,morning,1
426,426,evening,1
427,427,night,1
428,428,night,1
429,429,night,1
430,430,night,1
431,431,morning,1
432,432,evening,1
433,433,night,1
434,434,morning,1
435,435,night,1
436,436,night,1
437,437,night,1
438,438,evening,1
439,439,night,1
440,440,morning,1
441,441,evening,1
442,442,evening,1
443,443,evening,1
444,444,night,1
445,445,evening,1
446,446,night,1
447,447,evening,1
448,448,morning,1
449,449,evening,1
450,450,morning,1
451,451,morning,1
452,452,evening,1
453,453,morning,1
454,454,night,1
455,455,morning,1
456,456,night,1
457,457,night,1
458,458,evening,1
459,459,morning,1
460,460,evening,1
461,461,morning,1
462,462,night,1
463,463,night,1
464,464,night,1
465,465,morning,1
466,466,morning,1
467,467,night,1
468,468,morning,1
469,469,evening,1
470,470,evening,1
471,471,night,1
472,472,evening,1
473,473,evening,1
474,474,night,1
475,475,evening,1
476,476,morning,1
477,477,morning,1
478,478,morning,1
479,479,morning,1
480,480,night,1
481,481,morning,1
482,482,morning,1
483,483,evening,1
484,484,night,1
485,485,night,1
486,486,morning,1
487,487,morning,1
488,488,morning,1
489,489,night,1
490,490,night,1
491,491,evening,1
492,492,morning,1
493,493,night,1
494,494,night,1
495,495,morning,1
496,496,night,1
497,497,morning,1
498,498,evening,1
499,499,night,1
500,500,evening,1
501,501,night,1
502,502,night,1
503,503,morning,1
504,504,evening,1
505,505,night,1
506,506,night,1
507,507,evening,1
508,508,night,1
509,509,morning,1
510,510,morning,1
511,511,night,1
512,512,morning,1
513,513,night,1
514,514,evening,1
515,515,night,1
516,516,evening,1
517,517,night,1
518,518,morning,1
519,519,night,1
520,520,morning,1
521,521,night,1
522,522,evening,1
523,523,evening,1
524,524,night,1
525,525,evening,1
526,526,morning,1
527,527,evening,1
528,528,morning,1
529,529,morning,1
530,530,night,1
531,531,evening,1
532,532,evening,1
533,533,morning,1
534,534,morning,1
535,535,morning,1
536,536,night,1
537,537,night,1
538,538,morning,1
539,539,night,1
540,540,evening,1
541,541,evening,1
542,542,morning,1
543,543,evening,1
544,544,morning,1
545,545,evening,1
546,546,night,1
547,547,evening,1
548,548,night,1
549,549,morning,1
550,550,night,1
551,551,morning,1
552,552,morning,1
553,553,night,1
554,554,morning,1
555,555,morning,1
556,556,night,1
557,557,evening,1
558,558,night,1
559,559,evening,1
560,560,night,1
561,561,night,1
562,562,evening,1
563,563,night,1
564,564,night,1
565,565,night,1
566,566,morning,1
567,567,morning,1
568,568,evening,1
569,569,morning,1
570,570,evening,1
571,571,night,1
572,572,morning,1
573,573,evening,1
574,574,evening,1
575,575,evening,1
576,576,night,1
577,577,evening,1
578,578,evening,1
579,579,evening,1
580,580,morning,1
581,581,night,1
582,582,evening,1
583,583,night,1
584,584,night,1
585,585,morning,1
586,586,night,1
587,587,morning,1
588,588,night,1
589,589,night,1
590,590,morning,1
591,591,night,1
592,592,morning,1
593,593,night,1
594,594,morning,1
595,595,morning,1
596,596,evening,1
597,597,night,1
598,598,evening,1
599,599,evening,1
600,600,evening,1
601,601,morning,1
602,602,evening,1
603,603,morning,1
604,604,evening,1
605,605,morning,1
606,606,morning,1
607,607,morning,1
608,608,night,1
609,609,night,1
610,610,night,1
611,611,evening,1
612,612,evening,1
613,613,morning,1
614,614,evening,1
615,615,morning,1
616,616,evening,1
617,617,morning,1
618,618,evening,1
619,619,night,1
620,620,night,1
621,621,evening,1
622,622,evening,1
623,623,evening,1
624,624,evening,1
625,625,morning,1
626,626,morning,1
627,627,evening,1
628,628,morning,1
629,629,evening,1
630,630,night,1
631,631,evening,1
632,632,night,1
633,633,morning,1
634,634,morning,1
635,635,evening,1
636,636,evening,1
637,637,night,1
638,638,morning,1
639,639,evening,1
640,640,night,1
641,641,evening,1
642,642,evening,1
643,643,morning,1
644,644,evening,1
645,645,night,1
646,646,evening,1
647,647,evening,1
648,648,night,1
649,649,night,1
650,650,evening,1
651,651,night,1
652,652,night,1
653,653,evening,1
654,654,night,1
655,655,evening,1
656,656,night,1
657,657,morning,1
658,658,morning,1
659,659,evening,1
660,660,evening,1
661,661,evening,1
662,662,morning,1
663,663,morning,1
664,664,morning,1
665,665,morning,1
666,666,evening,1
667,667,night,1
668,668,morning,1
669,669,evening,1
670,670,night,1
671,671,evening,1
672,672,night,1
673,673,morning,1
674,674,evening,1
675,675,night,1
676,676,night,1
677,677,night,1
678,678,morning,1
679,679,morning,1
680,680,night,1
681,681,night,1
682,682,evening,1
683,683,evening,1
684,684,night,1
685,685,evening,1
686,686,morning,1
687,687,night,1
688,688,evening,1
689,689,night,1
690,690,night,1
691,691,night,1
692,692,morning,1
693,693,morning,1
694,694,evening,1
695,695,night,1
696,696,evening,1
697,697,evening,1
698,698,evening,1
699,699,morning,1
700,700,night,1
701,701,evening,1
702,702,evening,1
703,703,evening,1
704,704,morning,1
705,705,morning,1
706,706,morning,1
707,707,morning,1
708,708,night,1
709,709,night,1
710,710,night,1
711,711,evening,1
712,712,night,1
713,713,night,1
714,714,morning,1
715,715,evening,1
716,716,morning,1
717,717,morning,1
718,718,morning,1
719,719,evening,1
720,720,evening,1
721,721,morning,1
722,722,morning,1
723,723,night,1
724,724,morning,1
725,725,evening,1
726,726,night,1
727,727,evening,1
728,728,night,1
729,729,night,1
730,730,morning,1
731,731,morning,1
732,732,evening,1
733,733,night,1
734,734,night,1
735,735,morning,1
736,736,morning,1
737,737,morning,1
738,738,night,1
739,739,evening,1
740,740,morning,1
741,741,night,1
742,742,night,1
743,743,morning,1
744,744,morning,1
745,745,morning,1
746,746,night,1
747,747,night,1
748,748,evening,1
749,749,evening,1
750,750,morning,1
751,751,evening,1
752,752,night,1
753,753,night,1
754,754,morning,1
755,755,morning,1
756,756,night,1
757,757,evening,1
758,758,night,1
759,759,night,1
760,760,morning,1
761,761,evening,1
762,762,evening,1
763,763,evening,1
764,764,morning,1
765,765,morning,1
766,766,morning,1
767,767,evening,1
768,768,night,1
769,769,morning,1
770,770,night,1
771,771,evening,1
772,772,night,1
773,773,night,1
774,774,morning,1
775,775,evening,1
776,776,night,1
777,777,morning,1
778,778,night,1
779,779,morning,1
780,780,morning,1
781,781,night,1
782,782,morning,1
783,783,night,1
784,784,morning,1
785,785,morning,1
786,786,evening,1
787,787,evening,1
788,788,evening,1
789,789,night,1
790,790,evening,1
791,791,night,1
792,792,night,1
793,793,night,1
794,794,night,1
795,795,morning,1
796,796,evening,1
797,797,morning,1
798,798,night,1
799,799,evening,1
800,800,evening,1
801,801,morning,1
802,802,evening,1
803,803,night,1
804,804,night,1
805,805,morning,1
806,806,morning,1
807,807,morning,1
808,808,evening,1
809,809,morning,1
810,810,evening,1
811,811,night,1
812,812,evening,1
813,813,night,1
814,814,evening,1
815,815,night,1
816,816,evening,1
817,817,morning,1
818,818,night,1
819,819,morning,1
820,820,morning,1
821,821,morning,1
822,822,morning,1
823,823,night,1
824,824,morning,1
825,825,morning,1
826,826,night,1
827,827,night,1
828,828,morning,1
829,829,morning,1
830,830,morning,1
831,831,evening,1
832,832,evening,1
833,833,night,1
834,834,evening,1
835,835,evening,1
836,836,night,1
837,837,night,1
838,838,night,1
839,839,night,1
840,840,night,1
841,841,night,1
842,842,evening,1
843,843,night,1
844,844,evening,1
845,845,morning,1
846,846,night,1
847,847,evening,1
848,848,night,1
849,849,evening,1
850,850,night,1
851,851,evening,1
852,852,night,1
853,853,morning,1
854,854,morning,1
855,855,night,1
856,856,morning,1
857,857,night,1
858,858,evening,1
859,859,morning,1
860,860,morning,1
861,861,night,1
862,862,morning,1
863,863,evening,1
864,864,morning,1
865,865,evening,1
866,866,evening,1
867,867,evening,1
868,868,evening,1
869,869,evening,1
870,870,evening,1
871,871,evening,1
872,872,evening,1
873,873,night,1
874,874,evening,1
875,875,morning,1
876,876,night,1
877,877,morning,1
878,878,morning,1
879,879,night,1
880,880,evening,1
881,881,evening,1
882,882,morning,1
883,883,morning,1
884,884,morning,1
885,885,evening,1
886,886,evening,1
887,887,morning,1
888,888,night,1
889,889,morning,1
890,890,night,1
891,891,evening,1
892,892,evening,1
893,893,evening,1
894,894,morning,1
895,895,evening,1
896,896,morning,1
897,897,morning,1
898,898,evening,1
899,899,evening,1
900,900,night,1
901,901,night,1
902,902,night,1
903,903,evening,1
904,904,evening,1
905,905,morning,1
906,906,morning,1
907,907,night,1
908,908,night,1
909,909,night,1
910,910,night,1
911,911,evening,1
912,912,night,1
913,913,morning,1
914,914,night,1
915,915,morning,1
916,916,evening,1
917,917,evening,1
918,918,evening,1
919,919,evening,1
920,920,evening,1
921,921,evening,1
922,922,evening,1
923,923,evening,1
924,924,night,1
925,925,night,1
926,926,night,1
927,927,night,1
928,928,morning,1
929,929,morning,1
930,930,night,1
931,931,night,1
932,932,night,1
933,933,evening,1
934,934,morning,1
935,935,evening,1
936,936,night,1
937,937,night,1
938,938,night,1
939,939,evening,1
940,940,morning,1
941,941,evening,1
942,942,night,1
943,943,evening,1
944,944,night,1
945,945,night,1
946,946,morning,1
947,947,morning,1
948,948,morning,1
949,949,morning,1
950,950,evening,1
951,951,evening,1
952,952,night,1
953,953,night,1
954,954,night,1
955,955,night,1
956,956,evening,1
957,957,morning,1
958,958,night,1
959,959,morning,1
960,960,evening,1
961,961,night,1
962,962,night,1
963,963,night,1
964,964,evening,1
965,965,night,1
966,966,evening,1
967,967,morning,1
968,968,night,1
969,969,evening,1
970,970,night,1
971,971,evening,1
972,972,evening,1
973,973,night,1
974,974,night,1
975,975,night,1
976,976,night,1
977,977,night,1
978,978,evening,1
979,979,evening,1
980,980,morning,1
981,981,night,1
982,982,night,1
983,983,evening,1
984,984,morning,1
985,985,evening,1
986,986,evening,1
987,987,evening,1
988,988,morning,1
989,989,morning,1
990,990,morning,1
991,991,morning,1
992,992,evening,1
993,993,evening,1
994,994,night,1
995,995,evening,1
996,996,evening,1
997,997,night,1
998,998,evening,1
999,999,night,1
1000,1000,evening,1
1001,1001,morning,1
1002,1002,morning,1
1003,1003,morning,1
1004,1004,evening,1
1005,1005,night,1
1006,1006,night,1
1007,1007,morning,1
1008,1008,evening,1
1009,1009,evening,1
1010,1010,night,1
1011,1011,evening,1
1012,1012,evening,1
1013,1013,night,1
1014,1014,evening,1
1015,1015,morning,1
1016,1016,evening,1
1017,1017,morning,1
1018,1018,morning,1
1019,1019,evening,1
1020,1020,morning,1
1021,1021,evening,1
1022,1022,morning,1
1023,1023,evening,1
1024,1024,evening,1
1025,1025,night,1
1026,1026,night,1
1027,1027,morning,1
1028,1028,morning,1
1029,1029,evening,1
1030,1030,morning,1
1031,1031,evening,1
1032,1032,night,1
1033,1033,night,1
1034,1034,night,1
1035,1035,morning,1
1036,1036,evening,1
1037,1037,evening,1
1038,1038,evening,1
1039,1039,night,1
1040,1040,night,1
1041,1041,evening,1
1042,1042,night,1
1043,1043,night,1
1044,1044,night,1
1045,1045,evening,1
1046,1046,night,1
1047,1047,morning,1
1048,1048,evening,1
1049,1049,evening,1
1050,1050,night,1
1051,1051,night,1
1052,1052,night,1
1053,1053,night,1
1054,1054,evening,1
1055,1055,evening,1
1056,1056,night,1
1057,1057,night,1
1058,1058,evening,1
1059,1059,morning,1
1060,1060,night,1
1061,1061,night,1
1062,1062,morning,1
1063,1063,evening,1
1064,1064,evening,1
1065,1065,evening,1
1066,1066,night,1
1067,1067,evening,1
1068,1068,night,1
1069,1069,night,1
1070,1070,morning,1
1071,1071,evening,1
1072,1072,night,1
1073,1073,evening,1
1074,1074,night,1
1075,1075,night,1
1076,1076,evening,1
1077,1077,night,1
1078,1078,night,1
1079,1079,evening,1
1080,1080,morning,1
1081,1081,evening,1
1082,1082,evening,1
1083,1083,morning,1
1084,1084,evening,1
1085,1085,morning,1
1086,1086,night,1
1087,1087,night,1
1088,1088,morning,1
1089,1089,morning,1
1090,1090,morning,1
1091,1091,evening,1
1092,1092,night,1
1093,1093,morning,1
1094,1094,morning,1
1095,1095,morning,1
1096,1096,morning,1
1097,1097,morning,1
1098,1098,morning,1
1099,1099,morning,1
1100,1100,night,1
1101,1101,evening,1
1102,1102,evening,1
1103,1103,morning,1
1104,1104,night,1
1105,1105,night,1
1106,1106,morning,1
1107,1107,night,1
1108,1108,evening,1
1109,1109,evening,1
1110,1110,evening,1
1111,1111,night,1
1112,1112,night,1
1113,1113,evening,1
1114,1114,evening,1
1115,1115,morning,1
1116,1116,night,1
1117,1117,evening,1
1118,1118,evening,1
1119,1119,evening,1
1120,1120,evening,1
1121,1121,morning,1
1122,1122,night,1
1123,1123,night,1
1124,1124,morning,1
1125,1125,morning,1
1126,1126,evening,1
1127,1127,morning,1
1128,1128,night,1
1129,1129,evening,1
1130,1130,evening,1
1131,1131,evening,1
1132,1132,morning,1
1133,1133,evening,1
1134,1134,night,1
1135,1135,morning,1
1136,1136,night,1
1137,1137,evening,1
1138,1138,evening,1
1139,1139,evening,1
1140,1140,morning,1
1141,1141,evening,1
1142,1142,morning,1
1143,1143,morning,1
1144,1144,night,1
1145,1145,evening,1
1146,1146,morning,1
1147,1147,evening,1
1148,1148,morning,1
1149,1149,morning,1
1150,1150,morning,1
1151,1151,morning,1
1152,1152,evening,1
1153,1153,evening,1
1154,1154,evening,1
1155,1155,morning,1
1156,1156,evening,1
1157,1157,morning,1
1158,1158,morning,1
1159,1159,morning,1
1160,1160,evening,1
1161,1161,morning,1
1162,1162,morning,1
1163,1163,night,1
1164,1164,morning,1
1165,1165,evening,1
1166,1166,night,1
1167,1167,evening,1
1168,1168,evening,1
1169,1169,evening,1
1170,1170,night,1
1171,1171,morning,1
1172,1172,morning,1
1173,1173,night,1
1174,1174,night,1
1175,1175,night,1
1176,1176,evening,1
1177,1177,night,1
1178,1178,night,1
1179,1179,morning,1
1180,1180,morning,1
1181,1181,evening,1
1182,1182,morning,1
1183,1183,morning,1
1184,1184,evening,1
1185,1185,morning,1
1186,1186,morning,1
1187,1187,night,1
1188,1188,night,1
1189,1189,evening,1
1190,1190,morning,1
1191,1191,evening,1
1192,1192,morning,1
1193,1193,night,1
1194,1194,night,1
1195,1195,evening,1
1196,1196,night,1
1197,1197,evening,1
1198,1198,morning,1
1199,1199,morning,1
1200,1200,evening,1
1201,1201,night,1
1202,1202,morning,1
1203,1203,night,1
1204,1204,night,1
1205,1205,evening,1
1206,1206,night,1
1207,1207,night,1
1208,1208,night,1
1209,1209,evening,1
1210,1210,evening,1
1211,1211,evening,1
1212,1212,evening,1
1213,1213,evening,1
1214,1214,night,1
1215,1215,evening,1
1216,1216,evening,1
1217,1217,morning,1
1218,1218,evening,1
1219,1219,morning,1
1220,1220,evening,1
1221,1221,morning,1
1222,1222,night,1
1223,1223,evening,1
1224,1224,morning,1
1225,1225,evening,1
1226,1226,morning,1
1227,1227,night,1
1228,1228,morning,1
1229,1229,night,1
1230,1230,night,1
1231,1231,night,1
1232,1232,night,1
1233,1233,night,1
1234,1234,morning,1
1235,1235,night,1
1236,1236,evening,1
1237,1237,morning,1
1238,1238,night,1
1239,1239,night,1
1240,1240,night,1
1241,1241,morning,1
1242,1242,morning,1
1243,1243,evening,1
1244,1244,evening,1
1245,1245,morning,1
1246,1246,evening,1
1247,1247,night,1
1248,1248,night,1
1249,1249,night,1
1250,1250,evening,1
1251,1251,morning,1
1252,1252,morning,1
1253,1253,night,1
1254,1254,evening,1
1255,1255,evening,1
1256,1256,morning,1
1257,1257,morning,1
1258,1258,evening,1
1259,1259,morning,1
1260,1260,night,1
1261,1261,morning,1
1262,1262,morning,1
1263,1263,evening,1
1264,1264,morning,1
1265,1265,evening,1
1266,1266,night,1
1267,1267,morning,1
1268,1268,evening,1
1269,1269,evening,1
1270,1270,night,1
1271,1271,morning,1
1272,1272,morning,1
1273,1273,night,1
1274,1274,evening,1
1275,1275,evening,1
1276,1276,evening,1
1277,1277,morning,1
1278,1278,night,1
1279,1279,evening,1
1280,1280,evening,1
1281,1281,evening,1
1282,1282,evening,1
1283,1283,evening,1
1284,1284,morning,1
1285,1285,evening,1
1286,1286,morning,1
1287,1287,night,1
1288,1288,morning,1
1289,1289,evening,1
1290,1290,night,1
1291,1291,morning,1
1292,1292,night,1
1293,1293,night,1
1294,1294,evening,1
1295,1295,evening,1
1296,1296,night,1
1297,1297,evening,1
1298,1298,night,1
1299,1299,morning,1
1300,1300,morning,1
1301,1301,evening,1
1302,1302,morning,1
1303,1303,evening,1
1304,1304,morning,1
1305,1305,night,1
1306,1306,morning,1
1307,1307,evening,1
1308,1308,night,1
1309,1309,evening,1
1310,1310,evening,1
1311,1311,night,1
1312,1312,night,1
1313,1313,morning,1
1314,1314,night,1
1315,1315,evening,1
1316,1316,night,1
1317,1317,evening,1
1318,1318,night,1
1319,1319,evening,1
1320,1320,evening,1
1321,1321,night,1
1322,1322,night,1
1323,1323,night,1
1324,1324,evening,1
1325,1325,evening,1
1326,1326,night,1
1327,1327,morning,1
1328,1328,evening,1
1329,1329,night,1
1330,1330,night,1
1331,1331,night,1
1332,1332,night,1
1333,1333,night,1
1334,1334,morning,1
1335,1335,night,1
1336,1336,evening,1
1337,1337,evening,1
1338,1338,evening,1
1339,1339,night,1
1340,1340,night,1
1341,1341,morning,1
1342,1342,night,1
1343,1343,evening,1
1344,1344,evening,1
1345,1345,evening,1
1346,1346,night,1
1347,1347,night,1
1348,1348,morning,1
1349,1349,evening,1
1350,1350,evening,1
1351,1351,evening,1
1352,1352,evening,1
1353,1353,morning,1
1354,1354,evening,1
1355,1355,morning,1
1356,1356,morning,1
1357,1357,morning,1
1358,1358,morning,1
1359,1359,morning,1
1360,1360,morning,1
1361,1361,night,1
1362,1362,night,1
1363,1363,evening,1
1364,1364,night,1
1365,1365,morning,1
1366,1366,evening,1
1367,1367,evening,1
1368,1368,night,1
1369,1369,night,1
1370,1370,morning,1
1371,1371,night,1
1372,1372,evening,1
1373,1373,evening,1
1374,1374,evening,1
1375,1375,night,1
1376,1376,morning,1
1377,1377,evening,1
1378,1378,evening,1
1379,1379,morning,1
1380,1380,morning,1
1381,1381,night,1
1382,1382,evening,1
1383,1383,morning,1
1384,1384,night,1
1385,1385,evening,1
1386,1386,night,1
1387,1387,morning,1
1388,1388,evening,1
1389,1389,morning,1
1390,1390,evening,1
1391,1391,morning,1
1392,1392,evening,1
1393,1393,morning,1
1394,1394,night,1
1395,1395,morning,1
1396,1396,evening,1
1397,1397,evening,1
1398,1398,evening,1
1399,1399,morning,1
1400,1400,evening,1
1401,1401,morning,1
1402,1402,night,1
1403,1403,morning,1
1404,1404,evening,1
1405,1405,morning,1
1406,1406,morning,1
1407,1407,night,1
1408,1408,evening,1
1409,1409,evening,1
1410,1410,night,1
1411,1411,night,1
1412,1412,night,1
1413,1413,evening,1
1414,1414,evening,1
1415,1415,morning,1
1416,1416,night,1
1417,1417,morning,1
1418,1418,night,1
1419,1419,night,1
1420,1420,evening,1
1421,1421,night,1
1422,1422,morning,1
1423,1423,morning,1
1424,1424,night,1
1425,1425,evening,1
1426,1426,evening,1
1427,1427,morning,1
1428,1428,morning,1
1429,1429,night,1
1430,1430,evening,1
1431,1431,evening,1
1432,1432,evening,1
1433,1433,morning,1
1434,1434,night,1
1435,1435,morning,1
1436,1436,night,1
1437,1437,night,1
1438,1438,night,1
1439,1439,evening,1
1440,1440,night,1
1441,1441,morning,1
1442,1442,evening,1
1443,1443,evening,1
1444,1444,night,1
1445,1445,morning,1
1446,1446,evening,1
1447,1447,morning,1
1448,1448,night,1
1449,1449,night,1
1450,1450,morning,1
1451,1451,evening,1
1452,1452,morning,1
1453,1453,evening,1
1454,1454,morning,1
1455,1455,morning,1
1456,1456,evening,1
1457,1457,night,1
1458,1458,morning,1
1459,1459,morning,1
1460,1460,night,1
1461,1461,morning,1
1462,1462,night,1
1463,1463,night,1
1464,1464,evening,1
1465,1465,evening,1
1466,1466,night,1
1467,1467,morning,1
1468,1468,morning,1
1469,1469,night,1
1470,1470,evening,1
1471,1471,evening,1
1472,1472,evening,1
1473,1473,evening,1
1474,1474,night,1
1475,1475,night,1
1476,1476,night,1
1477,1477,morning,1
1478,1478,evening,1
1479,1479,evening,1
1480,1480,evening,1
1481,1481,evening,1
1482,1482,morning,1
1483,1483,morning,1
1484,1484,morning,1
1485,1485,night,1
1486,1486,morning,1
1487,1487,morning,1
1488,1488,evening,1
1489,1489,evening,1
1490,1490,night,1
1491,1491,evening,1
1492,1492,night,1
1493,1493,morning,1
1494,1494,morning,1
1495,1495,night,1
1496,1496,evening,1
1497,1497,morning,1
