employee_id,week,shift_type
213,2,morning
213,3,morning
213,4,evening
214,1,morning
214,2,morning
214,3,night
214,4,night
215,1,night
215,2,night
215,3,evening
215,4,morning
216,1,night
216,2,night
216,3,morning
216,4,morning
217,1,morning
217,2,morning
217,3,morning
217,4,night
218,1,morning
218,2,night
218,3,night
218,4,morning
219,1,night
219,2,evening
219,3,morning
219,4,morning
220,1,evening
220,2,evening
220,3,morning
220,4,night
221,1,night
221,2,evening
221,3,morning
221,4,evening
222,1,night
222,2,night
222,3,night
222,4,evening
223,1,morning
223,2,night
223,3,evening
223,4,morning
224,1,morning
224,2,night
224,3,morning
224,4,night
225,1,morning
225,2,night
225,3,morning
225,4,morning
226,1,night
226,2,evening
226,3,morning
226,4,evening
227,1,evening
227,2,night
227,3,night
227,4,evening
228,1,evening
228,2,evening
228,3,evening
228,4,morning
229,1,evening
229,2,evening
229,3,evening
229,4,morning
230,1,evening
230,2,morning
230,3,morning
230,4,evening
231,1,evening
231,2,evening
231,3,evening
231,4,evening
232,1,evening
232,2,morning
232,3,morning
232,4,evening
233,1,night
233,2,night
233,3,night
233,4,evening
234,1,morning
234,2,night
234,3,night
234,4,evening
235,1,night
235,2,morning
235,3,evening
235,4,night
236,1,night
236,2,night
236,3,night
236,4,morning
237,1,evening
237,2,morning
237,3,evening
237,4,night
238,1,evening
238,2,evening
238,3,evening
238,4,night
239,1,morning
239,2,night
239,3,morning
239,4,evening
240,1,night
240,2,night
240,3,evening
240,4,evening
241,1,night
241,2,morning
241,3,morning
241,4,night
242,1,evening
242,2,evening
242,3,night
242,4,evening
243,1,morning
243,2,evening
243,3,morning
243,4,night
244,1,evening
244,2,morning
244,3,night
244,4,evening
245,1,morning
245,2,night
245,3,evening
245,4,morning
246,1,morning
246,2,evening
246,3,night
246,4,morning
247,1,evening
247,2,night
247,3,night
247,4,night
248,1,evening
248,2,evening
248,3,evening
248,4,morning
249,1,evening
249,2,night
249,3,evening
249,4,evening
250,1,night
250,2,evening
250,3,evening
250,4,night
251,1,evening
251,2,morning
251,3,night
251,4,evening
252,1,morning
252,2,night
252,3,evening
252,4,morning
253,1,morning
253,2,night
253,3,morning
253,4,evening
254,1,night
254,2,evening
254,3,night
254,4,morning
255,1,evening
255,2,morning
255,3,night
255,4,morning
256,1,night
256,2,morning
256,3,evening
256,4,morning
257,1,night
257,2,morning
257,3,night
257,4,evening
258,1,night
258,2,morning
258,3,night
258,4,evening
259,1,night
259,2,night
259,3,morning
259,4,night
260,1,night
260,2,morning
260,3,night
260,4,morning
261,1,morning
261,2,morning
261,3,evening
261,4,evening
262,1,morning
262,2,morning
262,3,night
262,4,morning
263,1,night
263,2,morning
263,3,evening
263,4,evening
264,1,night
264,2,morning
264,3,evening
264,4,night
265,1,morning
265,2,morning
265,3,night
265,4,night
266,1,evening
266,2,evening
266,3,night
266,4,night
267,1,night
267,2,evening
267,3,evening
267,4,evening
268,1,evening
268,2,night
268,3,morning
268,4,night
269,1,evening
269,2,night
269,3,morning
269,4,morning
270,1,morning
270,2,evening
270,3,evening
270,4,night
271,1,night
271,2,morning
271,3,night
271,4,morning
272,1,night
272,2,morning
272,3,night
272,4,morning
273,1,night
273,2,evening
273,3,night
273,4,morning
274,1,evening
274,2,night
274,3,evening
274,4,night
275,1,evening
275,2,morning
275,3,evening
275,4,evening
276,1,morning
276,2,morning
276,3,morning
276,4,evening
277,1,night
277,2,evening
277,3,morning
277,4,night
278,1,night
278,2,night
278,3,evening
278,4,evening
279,1,evening
279,2,evening
279,3,morning
279,4,night
280,1,night
280,2,night
280,3,evening
280,4,morning
281,1,evening
281,2,morning
281,3,evening
281,4,night
282,1,night
282,2,night
282,3,evening
282,4,morning
283,1,night
283,2,night
283,3,evening
283,4,morning
284,1,evening
284,2,evening
284,3,evening
284,4,night
285,1,evening
285,2,evening
285,3,morning
285,4,evening
286,1,morning
286,2,night
286,3,night
286,4,night
287,1,night
287,2,morning
287,3,evening
287,4,night
288,1,morning
288,2,evening
288,3,night
288,4,morning
289,1,morning
289,2,evening
289,3,evening
289,4,night
290,1,evening
290,2,night
290,3,night
290,4,night
291,1,morning
291,2,morning
291,3,night
291,4,morning
292,1,morning
292,2,morning
292,3,morning
292,4,evening
293,1,evening
293,2,morning
293,3,morning
293,4,evening
294,1,evening
294,2,evening
294,3,night
294,4,night
295,1,night
295,2,night
295,3,night
295,4,night
296,1,evening
296,2,evening
296,3,evening
296,4,morning
297,1,night
297,2,evening
297,3,night
297,4,morning
298,1,evening
298,2,night
298,3,evening
298,4,night
299,1,evening
299,2,morning
299,3,night
299,4,night
300,1,morning
300,2,night
300,3,morning
300,4,morning
301,1,night
301,2,morning
301,3,evening
301,4,evening
302,1,morning
302,2,night
302,3,morning
302,4,night
303,1,evening
303,2,evening
303,3,evening
303,4,evening
304,1,evening
304,2,morning
304,3,morning
304,4,night
305,1,evening
305,2,evening
305,3,night
305,4,morning
306,1,morning
306,2,night
306,3,night
306,4,morning
307,1,morning
307,2,evening
307,3,morning
307,4,evening
308,1,evening
308,2,night
308,3,evening
308,4,morning
309,1,morning
309,2,evening
309,3,night
309,4,morning
310,1,evening
310,2,morning
310,3,morning
310,4,evening
311,1,evening
311,2,evening
311,3,night
311,4,night
312,1,evening
312,2,night
312,3,evening
312,4,morning
313,1,evening
313,2,evening
313,3,morning
313,4,night
314,1,evening
314,2,night
314,3,morning
314,4,morning
315,1,evening
315,2,morning
315,3,evening
315,4,evening
316,1,morning
316,2,night
316,3,morning
316,4,evening
317,1,evening
317,2,night
317,3,night
317,4,night
318,1,evening
318,2,evening
318,3,night
318,4,morning
319,1,night
319,2,night
319,3,morning
319,4,evening
320,1,morning
320,2,evening
320,3,night
320,4,evening
321,1,morning
321,2,night
321,3,night
321,4,night
322,1,evening
322,2,evening
322,3,night
322,4,morning
323,1,night
323,2,night
323,3,evening
323,4,morning
324,1,evening
324,2,morning
324,3,evening
324,4,morning
325,1,night
325,2,morning
325,3,evening
325,4,night
326,1,evening
326,2,night
326,3,morning
326,4,night
327,1,evening
327,2,evening
327,3,evening
327,4,night
328,1,morning
328,2,morning
328,3,night
328,4,night
329,1,evening
329,2,night
329,3,evening
329,4,evening
330,1,evening
330,2,morning
330,3,morning
330,4,morning
331,1,morning
331,2,morning
331,3,morning
331,4,morning
332,1,evening
332,2,morning
332,3,night
332,4,morning
333,1,night
333,2,evening
333,3,evening
333,4,evening
334,1,morning
334,2,evening
334,3,evening
334,4,evening
335,1,morning
335,2,evening
335,3,night
335,4,evening
336,1,evening
336,2,night
336,3,night
336,4,evening
337,1,morning
337,2,evening
337,3,night
337,4,morning
338,1,evening
338,2,evening
338,3,morning
338,4,morning
339,1,evening
339,2,evening
339,3,morning
339,4,evening
340,1,morning
340,2,morning
340,3,morning
340,4,night
341,1,night
341,2,night
341,3,evening
341,4,evening
342,1,evening
342,2,evening
342,3,morning
342,4,morning
343,1,night
343,2,night
343,3,morning
343,4,morning
344,1,night
344,2,evening
344,3,evening
344,4,morning
345,1,evening
345,2,evening
345,3,evening
345,4,morning
346,1,evening
346,2,evening
346,3,morning
346,4,morning
347,1,morning
347,2,night
347,3,night
347,4,morning
348,1,night
348,2,morning
348,3,morning
348,4,night
349,1,morning
349,2,morning
349,3,morning
349,4,night
350,1,morning
350,2,night
350,3,evening
350,4,night
351,1,morning
351,2,night
351,3,morning
351,4,morning
352,1,evening
352,2,morning
352,3,night
352,4,morning
353,1,evening
353,2,morning
353,3,evening
353,4,night
354,1,morning
354,2,morning
354,3,evening
354,4,night
355,1,night
355,2,night
355,3,evening
355,4,evening
356,1,morning
356,2,morning
356,3,evening
356,4,morning
357,1,evening
357,2,night
357,3,night
357,4,morning
358,1,evening
358,2,evening
358,3,morning
358,4,evening
359,1,morning
359,2,morning
359,3,evening
359,4,night
360,1,morning
360,2,morning
360,3,night
360,4,evening
361,1,morning
361,2,evening
361,3,morning
361,4,morning
362,1,night
362,2,evening
362,3,night
362,4,evening
363,1,night
363,2,evening
363,3,morning
363,4,evening
364,1,morning
364,2,night
364,3,evening
364,4,morning
365,1,morning
365,2,morning
365,3,evening
365,4,morning
366,1,morning
366,2,evening
366,3,morning
366,4,morning
367,1,evening
367,2,night
367,3,night
367,4,night
368,1,evening
368,2,night
368,3,evening
368,4,evening
369,1,morning
369,2,evening
369,3,night
369,4,evening
370,1,night
370,2,morning
370,3,night
370,4,night
371,1,night
371,2,evening
371,3,night
371,4,evening
372,1,evening
372,2,morning
372,3,evening
372,4,night
373,1,evening
373,2,morning
373,3,morning
373,4,morning
374,1,morning
374,2,morning
374,3,evening
374,4,morning
375,1,night
375,2,morning
375,3,night
375,4,evening
376,1,morning
376,2,evening
376,3,morning
376,4,evening
377,1,night
377,2,night
377,3,evening
377,4,evening
378,1,night
378,2,morning
378,3,evening
378,4,evening
379,1,morning
379,2,morning
379,3,evening
379,4,morning
380,1,night
380,2,evening
380,3,night
380,4,evening
381,1,morning
381,2,night
381,3,morning
381,4,morning
382,1,night
382,2,night
382,3,evening
382,4,night
383,1,night
383,2,evening
383,3,morning
383,4,night
384,1,morning
384,2,night
384,3,morning
384,4,morning
385,1,evening
385,2,evening
385,3,night
385,4,night
386,1,evening
386,2,morning
386,3,morning
386,4,morning
387,1,evening
387,2,morning
387,3,evening
387,4,evening
388,1,night
388,2,night
388,3,morning
388,4,evening
389,1,evening
389,2,night
389,3,evening
389,4,night
390,1,evening
390,2,evening
390,3,morning
390,4,night
391,1,night
391,2,morning
391,3,evening
391,4,evening
392,1,night
392,2,morning
392,3,night
392,4,morning
393,1,night
393,2,evening
393,3,evening
393,4,night
394,1,morning
394,2,evening
394,3,morning
394,4,evening
395,1,night
395,2,morning
395,3,evening
395,4,morning
396,1,evening
396,2,night
396,3,morning
396,4,morning
397,1,morning
397,2,night
397,3,morning
397,4,morning
398,1,morning
398,2,night
398,3,evening
398,4,evening
399,1,evening
399,2,morning
399,3,morning
399,4,night
400,1,night
400,2,night
400,3,evening
400,4,morning
401,1,night
401,2,morning
401,3,evening
401,4,evening
402,1,night
402,2,evening
402,3,morning
402,4,evening
403,1,night
403,2,morning
403,3,night
403,4,evening
404,1,evening
404,2,night
404,3,morning
404,4,night
405,1,night
405,2,night
405,3,evening
405,4,evening
406,1,night
406,2,morning
406,3,morning
406,4,morning
407,1,morning
407,2,morning
407,3,morning
407,4,evening
408,1,morning
408,2,evening
408,3,night
408,4,evening
409,1,evening
409,2,morning
409,3,evening
409,4,morning
410,1,evening
410,2,evening
410,3,night
410,4,evening
411,1,evening
411,2,night
411,3,evening
411,4,evening
412,1,evening
412,2,night
412,3,morning
412,4,morning
413,1,evening
413,2,evening
413,3,night
413,4,morning
414,1,morning
414,2,night
414,3,night
414,4,morning
415,1,evening
415,2,morning
415,3,morning
415,4,morning
416,1,night
416,2,morning
416,3,night
416,4,night
417,1,night
417,2,night
417,3,night
417,4,evening
418,1,morning
418,2,evening
418,3,evening
418,4,night
419,1,night
419,2,morning
419,3,evening
419,4,morning
420,1,night
420,2,evening
420,3,night
420,4,evening
421,1,evening
421,2,evening
421,3,evening
421,4,morning
422,1,morning
422,2,morning
422,3,night
422,4,night
423,1,evening
423,2,morning
423,3,morning
423,4,evening
424,1,night
424,2,evening
424,3,night
424,4,morning
425,1,morning
425,2,night
425,3,morning
425,4,night
426,1,night
426,2,evening
426,3,night
426,4,evening
427,1,morning
427,2,morning
427,3,evening
427,4,morning
428,1,night
428,2,morning
428,3,morning
428,4,night
429,1,morning
429,2,night
429,3,evening
429,4,evening
430,1,evening
430,2,morning
430,3,morning
430,4,morning
431,1,evening
431,2,morning
431,3,morning
431,4,evening
432,1,evening
432,2,night
432,3,night
432,4,evening
433,1,morning
433,2,night
433,3,night
433,4,night
434,1,evening
434,2,night
434,3,evening
434,4,night
435,1,evening
435,2,evening
435,3,evening
435,4,evening
436,1,night
436,2,morning
436,3,morning
436,4,evening
437,1,evening
437,2,morning
437,3,night
437,4,night
438,1,night
438,2,morning
438,3,evening
438,4,evening
439,1,night
439,2,night
439,3,night
439,4,morning
440,1,evening
440,2,evening
440,3,morning
440,4,morning
441,1,morning
441,2,morning
441,3,night
441,4,night
442,1,evening
442,2,morning
442,3,night
442,4,evening
443,1,morning
443,2,night
443,3,night
443,4,morning
444,1,evening
444,2,night
444,3,morning
444,4,morning
445,1,night
445,2,morning
445,3,morning
445,4,night
446,1,night
446,2,evening
446,3,evening
446,4,evening
447,1,night
447,2,night
447,3,evening
447,4,evening
448,1,morning
448,2,morning
448,3,morning
448,4,evening
449,1,morning
449,2,night
449,3,night
449,4,night
450,1,morning
450,2,evening
450,3,evening
450,4,morning
451,1,night
451,2,evening
451,3,evening
451,4,night
452,1,night
452,2,night
452,3,evening
452,4,morning
453,1,evening
453,2,night
453,3,evening
453,4,night
454,1,evening
454,2,evening
454,3,night
454,4,night
455,1,night
455,2,morning
455,3,night
455,4,night
456,1,morning
456,2,night
456,3,evening
456,4,morning
457,1,morning
457,2,morning
457,3,evening
457,4,evening
458,1,night
458,2,night
458,3,evening
458,4,night
459,1,morning
459,2,morning
459,3,evening
459,4,evening
460,1,evening
460,2,morning
460,3,night
460,4,night
461,1,night
461,2,morning
461,3,night
461,4,morning
462,1,morning
462,2,morning
462,3,night
462,4,morning
463,1,evening
463,2,evening
463,3,morning
463,4,morning
464,1,morning
464,2,night
464,3,morning
464,4,night
465,1,night
465,2,evening
465,3,evening
465,4,evening
466,1,morning
466,2,night
466,3,night
466,4,morning
467,1,evening
467,2,evening
467,3,evening
467,4,evening
468,1,night
468,2,night
468,3,evening
468,4,evening
469,1,evening
469,2,morning
469,3,morning
469,4,night
470,1,morning
470,2,night
470,3,morning
470,4,evening
471,1,evening
471,2,morning
471,3,night
471,4,night
472,1,night
472,2,night
472,3,night
472,4,morning
473,1,morning
473,2,morning
473,3,night
473,4,morning
474,1,night
474,2,night
474,3,night
474,4,night
475,1,morning
475,2,morning
475,3,evening
475,4,night
476,1,evening
476,2,evening
476,3,morning
476,4,evening
477,1,night
477,2,night
477,3,evening
477,4,night
478,1,night
478,2,night
478,3,morning
478,4,morning
479,1,evening
479,2,night
479,3,evening
479,4,morning
480,1,morning
480,2,evening
480,3,morning
480,4,evening
481,1,night
481,2,night
481,3,night
481,4,morning
482,1,night
482,2,morning
482,3,night
482,4,evening
483,1,morning
483,2,evening
483,3,evening
483,4,night
484,1,morning
484,2,morning
484,3,morning
484,4,night
485,1,night
485,2,evening
485,3,morning
485,4,evening
486,1,evening
486,2,evening
486,3,morning
486,4,evening
487,1,morning
487,2,evening
487,3,evening
487,4,evening
488,1,morning
488,2,morning
488,3,night
488,4,evening
489,1,evening
489,2,morning
489,3,night
489,4,evening
490,1,evening
490,2,night
490,3,morning
490,4,evening
491,1,evening
491,2,morning
491,3,morning
491,4,night
492,1,night
492,2,evening
492,3,evening
492,4,evening
493,1,night
493,2,morning
493,3,evening
493,4,evening
494,1,night
494,2,night
494,3,morning
494,4,night
495,1,night
495,2,night
495,3,evening
495,4,night
496,1,night
496,2,night
496,3,evening
496,4,evening
497,1,morning
497,2,morning
497,3,morning
497,4,evening
498,1,evening
498,2,morning
498,3,evening
498,4,morning
499,1,evening
499,2,evening
499,3,night
499,4,night
500,1,evening
500,2,night
500,3,evening
500,4,night
501,1,night
501,2,evening
501,3,evening
501,4,evening
502,1,morning
502,2,night
502,3,evening
502,4,evening
503,1,night
503,2,night
503,3,morning
503,4,night
504,1,morning
504,2,morning
504,3,morning
504,4,evening
505,1,morning
505,2,night
505,3,night
505,4,night
506,1,morning
506,2,evening
506,3,evening
506,4,night
507,1,night
507,2,morning
507,3,morning
507,4,morning
508,1,morning
508,2,evening
508,3,morning
508,4,night
509,1,night
509,2,evening
509,3,evening
509,4,morning
510,1,evening
510,2,evening
510,3,evening
510,4,morning
511,1,morning
511,2,night
511,3,night
511,4,morning
512,1,night
512,2,morning
512,3,night
512,4,morning
513,1,evening
513,2,evening
513,3,evening
513,4,morning
514,1,evening
514,2,night
514,3,evening
514,4,evening
515,1,evening
515,2,evening
515,3,evening
515,4,morning
516,1,evening
516,2,night
516,3,morning
516,4,night
517,1,night
517,2,morning
517,3,morning
517,4,night
518,1,evening
518,2,evening
518,3,night
518,4,morning
519,1,evening
519,2,night
519,3,night
519,4,evening
520,1,evening
520,2,morning
520,3,evening
520,4,morning
521,1,night
521,2,night
521,3,night
521,4,morning
522,1,evening
522,2,night
522,3,evening
522,4,morning
523,1,evening
523,2,evening
523,3,night
523,4,evening
524,1,night
524,2,night
524,3,night
